SCN_ID	ROM_ID
0782	FFFF	NULL
0783	0127	DIMLavaDebris
0784	FFFF	NULL
0785	FFFF	NULL
0786	FFFF	NULL
0787	0014	AnimGuardClaw
0788	00E5	CF_WallTorch
0789	FFFF	NULL
078A	FFFF	NULL
078B	004D	SnowClaw
078C	0128	DIMLavaBallGene
078D	FFFF	NULL
078E	FFFF	NULL
078F	012D	DIMBridgeCog2
0790	FFFF	NULL
0791	FFFF	NULL
0792	FFFF	NULL
0793	006A	KT_RexDoorTrex
0794	0157	DIMTruthHornPla
0795	FFFF	NULL
0796	FFFF	NULL
0797	005F	BossDrakorDiamo
0798	FFFF	NULL
0799	FFFF	NULL
079A	FFFF	NULL
079B	018E	WGmutant
079C	00F5	WCQueenEarthWal
079D	FFFF	NULL
079E	FFFF	NULL
079F	00F2	BWLog
07A0	0187	GP_Shrine
07A1	FFFF	NULL
07A2	FFFF	NULL
07A3	00D3	CFExplosiveKey
07A4	FFFF	NULL
07A5	FFFF	NULL
07A6	FFFF	NULL
07A7	00D4	CFExplosiveDoor
07A8	FFFF	NULL
07A9	FFFF	NULL
07AA	FFFF	NULL
07AB	00AE	CFPowerCrystal3
07AC	0181	MAGICMaker
07AD	FFFF	NULL
07AE	FFFF	NULL
07AF	0080	CFPrisonKey
07B0	0120	WCTempleBridge
07B1	FFFF	NULL
07B2	FFFF	NULL
07B3	00FA	WCBouncyCrate
07B4	FFFF	NULL
07B5	FFFF	NULL
07B6	FFFF	NULL
07B7	00F7	WCKingEarthWalk
07B8	FFFF	NULL
07B9	FFFF	NULL
07BA	FFFF	NULL
07BB	00E1	CFMainDoorB
07BC	FFFF	NULL
07BD	FFFF	NULL
07BE	FFFF	NULL
07BF	0131	DIMBridgeCogMai
07C0	FFFF	NULL
07C1	FFFF	NULL
07C2	FFFF	NULL
07C3	00AD	CFPowerCrystal2
07C4	FFFF	NULL
07C5	FFFF	NULL
07C6	FFFF	NULL
07C7	00A0	CFMainSlideDoor
07C8	FFFF	NULL
07C9	FFFF	NULL
07CA	FFFF	NULL
07CB	00BA	CFAnimBaby
07CC	FFFF	NULL
07CD	FFFF	NULL
07CE	FFFF	NULL
07CF	00AC	CFPowerCrystal1
07D0	FFFF	NULL
07D1	FFFF	NULL
07D2	FFFF	NULL
07D3	00A0	CFMainSlideDoor
07D4	FFFF	NULL
07D5	FFFF	NULL
07D6	FFFF	NULL
07D7	00BA	CFAnimBaby
07D8	FFFF	NULL
07D9	FFFF	NULL
07DA	FFFF	NULL
07DB	028E	SB_ShipShadow
07DC	058D	? 
07DD	FFFF	NULL
07DE	FFFF	NULL
07DF	005E	BossDrakorNebul
07E0	0E5B	NULL
07E1	FFFF	NULL
07E2	FFFF	NULL
07E3	005F	BossDrakorDiamo
07E4	0E5B	NULL
07E5	FFFF	NULL
07E6	FFFF	NULL
07E7	180D	NULL
07E8	0D01	NULL
07E9	0043	PollenFramgment
07EA	0EB0	NULL
07EB	027E	SB_ShipHead
07EC	055C	? 
07ED	FFFF	NULL
07EE	FFFF	NULL
07EF	0096	CFAnimSnowBike
07F0	01BC	CCkdoor3
07F1	FFFF	NULL
07F2	FFFF	NULL
07F3	0094	CFDoubleSwitch
07F4	01BC	CCkdoor3
07F5	FFFF	NULL
07F6	FFFF	NULL
07F7	0287	SB_KyteCage
07F8	058A	? 
07F9	FFFF	NULL
07FA	FFFF	NULL
07FB	0462	FireFly
07FC	010E	WCSunStone
07FD	0F75	NULL
07FE	01B7	CCCellKey
07FF	0462	FireFly
0800	010D	WCAnimMoonStone
0801	0F78	NULL
0802	01BA	CCkdoor1
0803	1813	NULL
0804	0064	BossDrakor_Lase
0805	FFFF	NULL
0806	FFFF	NULL
0807	04C8	MagicDustSmallA
0808	03A2	DB_AnimEgg
0809	FFFF	NULL
080A	FFFF	NULL
080B	0093	CFCageSwitch
080C	01BC	CCkdoor3
080D	FFFF	NULL
080E	FFFF	NULL
080F	0096	CFAnimSnowBike
0810	01BC	CCkdoor3
0811	FFFF	NULL
0812	FFFF	NULL
0813	0FC0	NULL
0814	FFFF	NULL
0815	FFFF	NULL
0816	FFFF	NULL
0817	01BE	CCkdoor5
0818	FFFF	NULL
0819	FFFF	NULL
081A	FFFF	NULL
081B	0E76	NULL
081C	00A8	CF_DoorLight
081D	0343	DFSH_SpiritPriz
081E	05C0	? 
081F	0107	WCTemplePressur
0820	FFFF	NULL
0821	FFFF	NULL
0822	FFFF	NULL
0823	0552	? 
0824	0388	NWSH_SpiritPriz
0825	007A	CFLevelControl
0826	FFFF	NULL
0827	0550	? 
0828	0389	NWSH_Spirit
0829	0078	Krazoa
082A	FFFF	NULL
082B	0E74	NULL
082C	00A7	CFCheapGalleon
082D	0545	? 
082E	03BF	DBbullet
082F	0E3F	NULL
0830	FFFF	NULL
0831	FFFF	NULL
0832	FFFF	NULL
0833	0042	Pollen
0834	FFFF	NULL
0835	FFFF	NULL
0836	FFFF	NULL
0837	0101	WCMoonTempleDoo
0838	FFFF	NULL
0839	FFFF	NULL
083A	FFFF	NULL
083B	0263	SC_animlightfoo
083C	0110	WCInvUseObj
083D	0F76	NULL
083E	01B8	CCCellDoor
083F	0262	SC_lightfootSpe
0840	010E	WCSunStone
0841	01B8	CCCellDoor
0842	0F76	NULL
0843	00A9	CF_MovDeckDoor
0844	FFFF	NULL
0845	FFFF	NULL
0846	FFFF	NULL
0847	00A8	CF_DoorLight
0848	FFFF	NULL
0849	FFFF	NULL
084A	FFFF	NULL
084B	00D9	CFForceFieldCon
084C	FFFF	NULL
084D	FFFF	NULL
084E	FFFF	NULL
084F	00DC	RobotLaserFire
0850	FFFF	NULL
0851	FFFF	NULL
0852	FFFF	NULL
0853	006C	KT_Lazerwall
0854	FFFF	NULL
0855	FFFF	NULL
0856	FFFF	NULL
0857	00A6	CFScalesGalleon
0858	FFFF	NULL
0859	FFFF	NULL
085A	FFFF	NULL
085B	12B1	NULL
085C	FFFF	NULL
085D	FFFF	NULL
085E	FFFF	NULL
085F	0E59	NULL
0860	FFFF	NULL
0861	FFFF	NULL
0862	FFFF	NULL
0863	0080	CFPrisonKey
0864	FFFF	NULL
0865	FFFF	NULL
0866	FFFF	NULL
0867	0E45	NULL
0868	1205	NULL
0869	FFFF	NULL
086A	FFFF	NULL
086B	12B0	NULL
086C	FFFF	NULL
086D	FFFF	NULL
086E	FFFF	NULL
086F	0ED4	NULL
0870	00AB	CF_GangPlank
0871	FFFF	NULL
0872	FFFF	NULL
0873	0EE5	NULL
0874	00B5	CFBrickTest
0875	FFFF	NULL
0876	FFFF	NULL
0877	0293	VFP_flamepoint
0878	0550	? 
0879	03F4	DR_CloudDoorA
087A	0056	DIM_BossSpit
087B	0293	VFP_flamepoint
087C	0537	? 
087D	03F0	DR_Geezer
087E	FFFF	NULL
087F	02AE	VFP_LiftSwitch
0880	0570	? 
0881	0EE8	NULL
0882	FFFF	NULL
0883	027B	SB_Cloudrunner
0884	0570	? 
0885	0ED0	NULL
0886	FFFF	NULL
0887	00A0	CFMainSlideDoor
0888	FFFF	NULL
0889	FFFF	NULL
088A	FFFF	NULL
088B	000E	Icebeam
088C	0EB4	NULL
088D	FFFF	NULL
088E	FFFF	NULL
088F	0075	Nutter
0890	0EAD	NULL
0891	0F6C	NULL
0892	FFFF	NULL
0893	0014	AnimGuardClaw
0894	FFFF	NULL
0895	FFFF	NULL
0896	FFFF	NULL
0897	0095	CFAttractor
0898	FFFF	NULL
0899	FFFF	NULL
089A	FFFF	NULL
089B	026A	SC_BWC_door
089C	0F17	NULL
089D	0FBE	NULL
089E	0178	DIM2PuzzleKey
089F	00DC	RobotLaserFire
08A0	FFFF	NULL
08A1	FFFF	NULL
08A2	FFFF	NULL
08A3	00DD	RobotBeam2
08A4	FFFF	NULL
08A5	FFFF	NULL
08A6	FFFF	NULL
08A7	0094	CFDoubleSwitch
08A8	FFFF	NULL
08A9	FFFF	NULL
08AA	FFFF	NULL
08AB	0FBE	NULL
08AC	017A	DIM2LiftSwitch
08AD	0F16	NULL
08AE	026E	SC_meterblock
08AF	04C9	MagicDustMid
08B0	03F2	DR_CageControl
08B1	FFFF	NULL
08B2	FFFF	NULL
08B3	0313	WL_Column
08B4	0410	DR_LandSquare
08B5	FFFF	NULL
08B6	FFFF	NULL
08B7	04C6	MagicPlant
08B8	03F1	DR_Chimmey
08B9	FFFF	NULL
08BA	FFFF	NULL
08BB	04CC	MagicDustLargeA
08BC	03E9	DR_SmallSkeetla
08BD	FFFF	NULL
08BE	FFFF	NULL
08BF	04CC	MagicDustLargeA
08C0	03E4	DRSmallExplodeP
08C1	FFFF	NULL
08C2	FFFF	NULL
08C3	030F	WL_PlanDoor1
08C4	0404	DR_TrackDoor2
08C5	FFFF	NULL
08C6	FFFF	NULL
08C7	0311	WL_PlanDoor3
08C8	0410	DR_LandSquare
08C9	FFFF	NULL
08CA	FFFF	NULL
08CB	00D7	RobotAnimPatrol
08CC	FFFF	NULL
08CD	FFFF	NULL
08CE	FFFF	NULL
08CF	0FE6	NULL
08D0	FFFF	NULL
08D1	FFFF	NULL
08D2	FFFF	NULL
08D3	180A	NULL
08D4	0CB5	NULL
08D5	FFFF	NULL
08D6	FFFF	NULL
08D7	0F40	NULL
08D8	0158	DIMTruthHornPli
08D9	0FED	NULL
08DA	FFFF	NULL
08DB	0F3F	NULL
08DC	0FEF	NULL
08DD	0157	DIMTruthHornPla
08DE	FFFF	NULL
08DF	0F75	NULL
08E0	0101	WCMoonTempleDoo
08E1	FFFF	NULL
08E2	FFFF	NULL
08E3	0F74	NULL
08E4	00FE	WCSabreChase
08E5	FFFF	NULL
08E6	FFFF	NULL
08E7	0F74	NULL
08E8	00FE	WCSabreChase
08E9	FFFF	NULL
08EA	FFFF	NULL
08EB	0F73	NULL
08EC	00FB	WCTeethBowl
08ED	FFFF	NULL
08EE	FFFF	NULL
08EF	0F72	NULL
08F0	0100	WCSunTempleDoor
08F1	FFFF	NULL
08F2	FFFF	NULL
08F3	0F74	NULL
08F4	00FE	WCSabreChase
08F5	FFFF	NULL
08F6	FFFF	NULL
08F7	0E73	NULL
08F8	0053	DIM_BossTonsil
08F9	04E2	TriggerCylinder
08FA	0377	DBSH_Symbol
08FB	0F76	NULL
08FC	00FE	WCSabreChase
08FD	FFFF	NULL
08FE	FFFF	NULL
08FF	0F73	NULL
0900	00FE	WCSabreChase
0901	FFFF	NULL
0902	FFFF	NULL
0903	0056	DIM_BossSpit
0904	0E74	NULL
0905	04E1	TriggerPoint
0906	0378	DBSH_Force
0907	05D3	? 
0908	02C0	DFP_Platform1
0909	FFFF	NULL
090A	FFFF	NULL
090B	02C1	DFP_BomBot
090C	05D4	? 
090D	FFFF	NULL
090E	FFFF	NULL
090F	02BD	DFP_SmallBrownD
0910	05D0	? 
0911	FFFF	NULL
0912	FFFF	NULL
0913	02C0	DFP_Platform1
0914	05D3	? 
0915	FFFF	NULL
0916	FFFF	NULL
0917	02E4	WMBossDrakorhea
0918	05D4	? 
0919	FFFF	NULL
091A	FFFF	NULL
091B	02E3	WM_Planets
091C	05D5	? 
091D	FFFF	NULL
091E	FFFF	NULL
091F	02E3	WM_Planets
0920	05D6	? 
0921	FFFF	NULL
0922	FFFF	NULL
0923	02E3	WM_Planets
0924	05D7	? 
0925	FFFF	NULL
0926	FFFF	NULL
0927	00BC	CFTrPuzzleDoor
0928	FFFF	NULL
0929	FFFF	NULL
092A	FFFF	NULL
092B	00BC	CFTrPuzzleDoor
092C	FFFF	NULL
092D	FFFF	NULL
092E	FFFF	NULL
092F	0F74	NULL
0930	0101	WCMoonTempleDoo
0931	FFFF	NULL
0932	FFFF	NULL
0933	0F75	NULL
0934	00FD	WCTrexChase
0935	FFFF	NULL
0936	FFFF	NULL
0937	0F74	NULL
0938	00FE	WCSabreChase
0939	FFFF	NULL
093A	FFFF	NULL
093B	0F72	NULL
093C	0100	WCSunTempleDoor
093D	FFFF	NULL
093E	FFFF	NULL
093F	0F75	NULL
0940	0100	WCSunTempleDoor
0941	FFFF	NULL
0942	FFFF	NULL
0943	0F74	NULL
0944	0100	WCSunTempleDoor
0945	FFFF	NULL
0946	FFFF	NULL
0947	0F74	NULL
0948	00FE	WCSabreChase
0949	FFFF	NULL
094A	FFFF	NULL
094B	0F74	NULL
094C	0101	WCMoonTempleDoo
094D	FFFF	NULL
094E	FFFF	NULL
094F	09FB	NULL
0950	FFFF	NULL
0951	FFFF	NULL
0952	FFFF	NULL
0953	06DC	NULL
0954	FFFF	NULL
0955	FFFF	NULL
0956	FFFF	NULL
0957	0721	NULL
0958	0939	NULL
0959	0363	GPSH_SpiritPriz
095A	FFFF	NULL
095B	1287	NULL
095C	FFFF	NULL
095D	FFFF	NULL
095E	FFFF	NULL
095F	0E4D	NULL
0960	015F	DIM2FlameHole
0961	FFFF	NULL
0962	FFFF	NULL
0963	0640	NULL
0964	0916	NULL
0965	FFFF	NULL
0966	FFFF	NULL
0967	004E	CannonClaw
0968	09FA	NULL
0969	FFFF	NULL
096A	FFFF	NULL
096B	0E7D	NULL
096C	08CA	NULL
096D	06F6	NULL
096E	FFFF	NULL
096F	0900	NULL
0970	07FC	NULL
0971	FFFF	NULL
0972	FFFF	NULL
0973	000F	FlameThrowerSpe
0974	FFFF	NULL
0975	FFFF	NULL
0976	FFFF	NULL
0977	0010	FlameBall
0978	FFFF	NULL
0979	FFFF	NULL
097A	FFFF	NULL
097B	16FB	NULL
097C	0D8C	NULL
097D	0138	DIMExplosion
097E	FFFF	NULL
097F	0E96	NULL
0980	00E4	CFliftGate
0981	12E5	NULL
0982	0E28	NULL
0983	1695	NULL
0984	0D01	NULL
0985	FFFF	NULL
0986	FFFF	NULL
0987	006A	KT_RexDoorTrex
0988	01B9	CCportcullis
0989	FFFF	NULL
098A	FFFF	NULL
098B	023F	SHmushroomanim
098C	FFFF	NULL
098D	FFFF	NULL
098E	FFFF	NULL
098F	16C9	NULL
0990	0D6C	NULL
0991	00E5	CF_WallTorch
0992	FFFF	NULL
0993	0033	Tumbleweedbush2
0994	FFFF	NULL
0995	FFFF	NULL
0996	FFFF	NULL
0997	0109	WCTrexStatue
0998	FFFF	NULL
0999	FFFF	NULL
099A	FFFF	NULL
099B	00AC	CFPowerCrystal1
099C	FFFF	NULL
099D	FFFF	NULL
099E	FFFF	NULL
099F	0F1D	NULL
09A0	134F	NULL
09A1	FFFF	NULL
09A2	FFFF	NULL
09A3	0004	AnimTricky
09A4	FFFF	NULL
09A5	FFFF	NULL
09A6	FFFF	NULL
09A7	0089	CFPrisonCage
09A8	FFFF	NULL
09A9	FFFF	NULL
09AA	FFFF	NULL
09AB	00B9	CFCloudBaby
09AC	0F2D	NULL
09AD	FFFF	NULL
09AE	FFFF	NULL
09AF	009D	CFPowerDoor3
09B0	FFFF	NULL
09B1	FFFF	NULL
09B2	FFFF	NULL
09B3	0085	CFPrisonDoor2
09B4	0F99	NULL
09B5	13D3	NULL
09B6	FFFF	NULL
09B7	0E41	NULL
09B8	FFFF	NULL
09B9	FFFF	NULL
09BA	FFFF	NULL
09BB	006B	KT_RexFloorSwit
09BC	0E29	NULL
09BD	1207	NULL
09BE	FFFF	NULL
09BF	0480	Green_scarabAni
09C0	039C	DB_OrbDoor
09C1	0826	NULL
09C2	0736	NULL
09C3	00AC	CFPowerCrystal1
09C4	FFFF	NULL
09C5	FFFF	NULL
09C6	FFFF	NULL
09C7	00A0	CFMainSlideDoor
09C8	FFFF	NULL
09C9	FFFF	NULL
09CA	FFFF	NULL
09CB	00BA	CFAnimBaby
09CC	FFFF	NULL
09CD	FFFF	NULL
09CE	FFFF	NULL
09CF	00D0	CFAnimPowerRoom
09D0	0D1A	NULL
09D1	FFFF	NULL
09D2	FFFF	NULL
09D3	00B1	CFPowerCrystal_
09D4	0CDC	NULL
09D5	FFFF	NULL
09D6	FFFF	NULL
09D7	00C1	CFBlastedWall
09D8	0CFD	NULL
09D9	FFFF	NULL
09DA	FFFF	NULL
09DB	00A4	CFBigTreasureCh
09DC	0CC5	NULL
09DD	FFFF	NULL
09DE	FFFF	NULL
09DF	12B8	NULL
09E0	FFFF	NULL
09E1	FFFF	NULL
09E2	FFFF	NULL
09E3	0337	SPFoodContainer
09E4	0535	? 
09E5	12AB	NULL
09E6	FFFF	NULL
09E7	02C1	DFP_BomBot
09E8	0565	? 
09E9	FFFF	NULL
09EA	FFFF	NULL
09EB	0CD4	NULL
09EC	170D	NULL
09ED	FFFF	NULL
09EE	FFFF	NULL
09EF	02A8	VFP_seqpoint
09F0	05B0	? 
09F1	FFFF	NULL
09F2	FFFF	NULL
09F3	00D9	CFForceFieldCon
09F4	FFFF	NULL
09F5	FFFF	NULL
09F6	FFFF	NULL
09F7	00DD	RobotBeam2
09F8	FFFF	NULL
09F9	FFFF	NULL
09FA	FFFF	NULL
09FB	0033	Tumbleweedbush2
09FC	016E	DIM2CellDoorRig
09FD	FFFF	NULL
09FE	FFFF	NULL
09FF	02D3	DFP_PuzzlePad
0A00	05D1	? 
0A01	FFFF	NULL
0A02	FFFF	NULL
0A03	0294	VFP_SpellPlace
0A04	0554	? 
0A05	FFFF	NULL
0A06	FFFF	NULL
0A07	0296	VFP_PowerBolt
0A08	054E	? 
0A09	FFFF	NULL
0A0A	FFFF	NULL
0A0B	12CE	NULL
0A0C	15B3	NULL
0A0D	12E4	NULL
0A0E	159F	NULL
0A0F	1246	NULL
0A10	136A	NULL
0A11	FFFF	NULL
0A12	FFFF	NULL
0A13	02EB	WM_BossDrakor
0A14	05CD	? 
0A15	FFFF	NULL
0A16	FFFF	NULL
0A17	02C8	DFP_PerchBase
0A18	05A5	? 
0A19	FFFF	NULL
0A1A	FFFF	NULL
0A1B	028E	SB_ShipShadow
0A1C	058F	? 
0A1D	FFFF	NULL
0A1E	FFFF	NULL
0A1F	0290	AnimTest
0A20	056F	? 
0A21	FFFF	NULL
0A22	FFFF	NULL
0A23	0E35	NULL
0A24	0060	BossDrakorQuake
0A25	02A8	VFP_seqpoint
0A26	04C5	MagicPlantBase
0A27	0E34	NULL
0A28	02A6	VFPLift3
0A29	04C2	fruitBranchSnow
0A2A	005D	BossDrakorNebul
0A2B	04F2	coldWaterContro
0A2C	03F5	DR_CloudDoorB
0A2D	FFFF	NULL
0A2E	FFFF	NULL
0A2F	0EE5	NULL
0A30	00B5	CFBrickTest
0A31	FFFF	NULL
0A32	FFFF	NULL
0A33	0ED4	NULL
0A34	00A8	CF_DoorLight
0A35	FFFF	NULL
0A36	FFFF	NULL
0A37	007C	CloudShipContro
0A38	FFFF	NULL
0A39	FFFF	NULL
0A3A	FFFF	NULL
0A3B	0E45	NULL
0A3C	1205	NULL
0A3D	FFFF	NULL
0A3E	FFFF	NULL
0A3F	0E59	NULL
0A40	FFFF	NULL
0A41	FFFF	NULL
0A42	FFFF	NULL
0A43	0EE5	NULL
0A44	00B5	CFBrickTest
0A45	FFFF	NULL
0A46	FFFF	NULL
0A47	0ED4	NULL
0A48	00A8	CF_DoorLight
0A49	FFFF	NULL
0A4A	FFFF	NULL
0A4B	0080	CFPrisonKey
0A4C	FFFF	NULL
0A4D	FFFF	NULL
0A4E	FFFF	NULL
0A4F	0E45	NULL
0A50	1205	NULL
0A51	FFFF	NULL
0A52	FFFF	NULL
0A53	0E59	NULL
0A54	FFFF	NULL
0A55	FFFF	NULL
0A56	FFFF	NULL
0A57	02E0	DFP_ObjCreator
0A58	05C5	? 
0A59	FFFF	NULL
0A5A	FFFF	NULL
0A5B	0301	WL_PlanetMoon
0A5C	059C	? 
0A5D	FFFF	NULL
0A5E	FFFF	NULL
0A5F	0098	CFChuckObj1
0A60	0CF2	NULL
0A61	034D	MMSH_Spirit
0A62	054D	? 
0A63	007A	CFLevelControl
0A64	0CAB	NULL
0A65	FFFF	NULL
0A66	FFFF	NULL
0A67	007E	CFbarrel
0A68	052A	? 
0A69	FFFF	NULL
0A6A	FFFF	NULL
0A6B	028D	SB_ShipFlag
0A6C	0537	? 
0A6D	FFFF	NULL
0A6E	FFFF	NULL
0A6F	0387	NWSH_Shrine
0A70	05B8	? 
0A71	FFFF	NULL
0A72	FFFF	NULL
0A73	036A	GPSH_Colrise
0A74	058E	? 
0A75	FFFF	NULL
0A76	FFFF	NULL
0A77	00D7	RobotAnimPatrol
0A78	0D15	NULL
0A79	FFFF	NULL
0A7A	FFFF	NULL
0A7B	00AC	CFPowerCrystal1
0A7C	0CC7	NULL
0A7D	FFFF	NULL
0A7E	FFFF	NULL
0A7F	034C	MMSH_Shrine
0A80	05F0	? 
0A81	FFFF	NULL
0A82	FFFF	NULL
0A83	0336	SPMagicChest
0A84	057E	? 
0A85	FFFF	NULL
0A86	FFFF	NULL
0A87	02F2	WM5pushcrate
0A88	0584	? 
0A89	FFFF	NULL
0A8A	FFFF	NULL
0A8B	030A	WL_PressureSwit
0A8C	05BE	? 
0A8D	FFFF	NULL
0A8E	FFFF	NULL
0A8F	031D	WL_podium
0A90	0591	? 
0A91	FFFF	NULL
0A92	FFFF	NULL
0A93	02EE	WMrock
0A94	0559	? 
0A95	FFFF	NULL
0A96	FFFF	NULL
0A97	030E	WL_Door4
0A98	05F4	? 
0A99	FFFF	NULL
0A9A	FFFF	NULL
0A9B	011D	WCSunTempleMain
0A9C	FFFF	NULL
0A9D	FFFF	NULL
0A9E	FFFF	NULL
0A9F	02E0	DFP_ObjCreator
0AA0	056A	? 
0AA1	FFFF	NULL
0AA2	FFFF	NULL
0AA3	02DD	DFP_SmallTunDoo
0AA4	05AE	? 
0AA5	FFFF	NULL
0AA6	FFFF	NULL
0AA7	02D6	DFP_Torch
0AA8	05F8	? 
0AA9	FFFF	NULL
0AAA	FFFF	NULL
0AAB	00FE	WCSabreChase
0AAC	FFFF	NULL
0AAD	FFFF	NULL
0AAE	FFFF	NULL
0AAF	01A1	IMMagicLightHol
0AB0	FFFF	NULL
0AB1	FFFF	NULL
0AB2	FFFF	NULL
0AB3	02F1	WMconsolestone
0AB4	05B0	? 
0AB5	FFFF	NULL
0AB6	FFFF	NULL
0AB7	0481	Red_scarabAnim
0AB8	0381	NWSH_rock
0AB9	FFFF	NULL
0ABA	FFFF	NULL
0ABB	02C8	DFP_PerchBase
0ABC	05A0	? 
0ABD	FFFF	NULL
0ABE	FFFF	NULL
0ABF	02E4	WMBossDrakorhea
0AC0	05DA	? 
0AC1	FFFF	NULL
0AC2	FFFF	NULL
0AC3	00D0	CFAnimPowerRoom
0AC4	FFFF	NULL
0AC5	FFFF	NULL
0AC6	FFFF	NULL
0AC7	0290	AnimTest
0AC8	056C	? 
0AC9	FFFF	NULL
0ACA	FFFF	NULL
0ACB	04E3	TriggerPlane
0ACC	03C2	DBSupShield
0ACD	FFFF	NULL
0ACE	FFFF	NULL
0ACF	02ED	WMsun
0AD0	04EF	SidekickBallAni
0AD1	FFFF	NULL
0AD2	FFFF	NULL
0AD3	0128	DIMLavaBallGene
0AD4	0112	WCBossDoor
0AD5	FFFF	NULL
0AD6	FFFF	NULL
0AD7	0089	CFPrisonCage
0AD8	FFFF	NULL
0AD9	FFFF	NULL
0ADA	FFFF	NULL
0ADB	0056	DIM_BossSpit
0ADC	FFFF	NULL
0ADD	FFFF	NULL
0ADE	FFFF	NULL
0ADF	0EE5	NULL
0AE0	00B5	CFBrickTest
0AE1	FFFF	NULL
0AE2	FFFF	NULL
0AE3	0ED4	NULL
0AE4	00A8	CF_DoorLight
0AE5	FFFF	NULL
0AE6	FFFF	NULL
0AE7	007C	CloudShipContro
0AE8	FFFF	NULL
0AE9	FFFF	NULL
0AEA	FFFF	NULL
0AEB	0E45	NULL
0AEC	1205	NULL
0AED	FFFF	NULL
0AEE	FFFF	NULL
0AEF	0E59	NULL
0AF0	FFFF	NULL
0AF1	FFFF	NULL
0AF2	FFFF	NULL
0AF3	09FA	NULL
0AF4	145D	NULL
0AF5	FFFF	NULL
0AF6	FFFF	NULL
0AF7	00C5	CF_RockPiece
0AF8	FFFF	NULL
0AF9	FFFF	NULL
0AFA	FFFF	NULL
0AFB	0259	KP_textblock_ma
0AFC	04EC	DigTunnel
0AFD	FFFF	NULL
0AFE	FFFF	NULL
0AFF	008C	CFCageDoor
0B00	0ED4	NULL
0B01	06AB	NULL
0B02	02BC	VFP_SpellPlace
0B03	08E1	NULL
0B04	04F5	? 
0B05	0950	NULL
0B06	0571	? 
0B07	1305	NULL
0B08	FFFF	NULL
0B09	FFFF	NULL
0B0A	FFFF	NULL
0B0B	04A0	foodbagGeneral
0B0C	03A3	DBPointMum
0B0D	FFFF	NULL
0B0E	FFFF	NULL
0B0F	04B2	foodbagRedGrub
0B10	03A4	DBTrigger
0B11	FFFF	NULL
0B12	FFFF	NULL
0B13	0491	Dynamite
0B14	031D	WL_podium
0B15	05A2	? 
0B16	03FA	DR_Bell
0B17	0496	FireSpell
0B18	0320	WL_Torch
0B19	0583	? 
0B1A	03F2	DR_CageControl
0B1B	006B	KT_RexFloorSwit
0B1C	0E29	NULL
0B1D	1207	NULL
0B1E	FFFF	NULL
0B1F	0E41	NULL
0B20	FFFF	NULL
0B21	FFFF	NULL
0B22	FFFF	NULL
0B23	0085	CFPrisonDoor2
0B24	0F99	NULL
0B25	13D3	NULL
0B26	FFFF	NULL
0B27	00CD	CFseqobjectlev
0B28	FFFF	NULL
0B29	FFFF	NULL
0B2A	FFFF	NULL
0B2B	00A2	CFSupTreasureCh
0B2C	FFFF	NULL
0B2D	FFFF	NULL
0B2E	FFFF	NULL
0B2F	00B8	CF_MMPBackGroun
0B30	0F2B	NULL
0B31	FFFF	NULL
0B32	FFFF	NULL
0B33	0089	CFPrisonCage
0B34	FFFF	NULL
0B35	FFFF	NULL
0B36	FFFF	NULL
0B37	0004	AnimTricky
0B38	FFFF	NULL
0B39	FFFF	NULL
0B3A	FFFF	NULL
0B3B	0F1D	NULL
0B3C	134F	NULL
0B3D	FFFF	NULL
0B3E	FFFF	NULL
0B3F	00AC	CFPowerCrystal1
0B40	FFFF	NULL
0B41	FFFF	NULL
0B42	FFFF	NULL
0B43	007A	CFLevelControl
0B44	FFFF	NULL
0B45	FFFF	NULL
0B46	FFFF	NULL
0B47	0463	Transporter
0B48	08D7	NULL
0B49	03C1	DBKillBot
0B4A	09D6	NULL
0B4B	00D9	CFForceFieldCon
0B4C	FFFF	NULL
0B4D	FFFF	NULL
0B4E	FFFF	NULL
0B4F	0571	? 
0B50	09A0	NULL
0B51	0823	NULL
0B52	028F	LevelName
0B53	0832	NULL
0B54	04BA	appleAnim
0B55	0740	NULL
0B56	03E6	DR_SupGuardClaw
0B57	009F	CFSlideDoor1
0B58	FFFF	NULL
0B59	FFFF	NULL
0B5A	FFFF	NULL
0B5B	024A	KP_red_orb
0B5C	0538	? 
0B5D	087C	NULL
0B5E	074F	NULL
0B5F	0593	? 
0B60	0206	MMP_defenDoorR
0B61	0923	NULL
0B62	0717	NULL
0B63	02A5	VFPLift2
0B64	0562	? 
0B65	075A	NULL
0B66	0867	NULL
0B67	023D	SHplantspore
0B68	04EB	DigHole
0B69	FFFF	NULL
0B6A	FFFF	NULL
0B6B	0035	VampireBat
0B6C	FFFF	NULL
0B6D	FFFF	NULL
0B6E	FFFF	NULL
0B6F	031F	WL_AnimPodiumge
0B70	091D	NULL
0B71	05AF	? 
0B72	0201	MMP_levelcontro
0B73	06EF	NULL
0B74	0505	? 
0B75	09DA	NULL
0B76	03E5	DR_NiceSharpy
0B77	00CD	CFseqobjectlev
0B78	0134	DIMBoulder
0B79	01DC	CCgoldnuggetPic
0B7A	FFFF	NULL
0B7B	0031	Tentacle
0B7C	00ED	CRSnowClawBike
0B7D	FFFF	NULL
0B7E	FFFF	NULL
0B7F	00DE	RobottrackBeam
0B80	FFFF	NULL
0B81	FFFF	NULL
0B82	FFFF	NULL
